股票代码,股票名称,所属行业,得分,5日均成交量,成交量
002947,恒铭达,消费电子,76.553,28837.8,21128.0
002948,青岛银行,银行,80.319,240292.8,445562.0
002949,华阳国际,工程咨询服务,41.634,89046.4,126299.0
002950,奥美医疗,医疗器械,84.161,27462.8,17886.0
002951,金时科技,包装材料,77.32,25998.0,21238.0
002952,亚世光电,光学光电子,54.065,32043.8,28213.0
002953,日丰股份,电网设备,88.357,43981.6,30864.0
002955,鸿合科技,光学光电子,63.499,60117.0,78649.0
002956,西麦食品,食品饮料,35.006,83480.6,69283.0
002957,科瑞技术,专用设备,78.29,66131.4,42643.0
002958,青农商行,银行,36.111,381670.8,538697.0
002959,小熊电器,家电行业,12.594,39333.6,22264.0
002960,青鸟消防,专用设备,96.698,38008.8,52009.0
002961,瑞达期货,多元金融,84.505,22226.2,18036.0
002962,五方光电,光学光电子,78.66,67484.8,39933.0
002963,豪尔赛,装修装饰,62.063,14666.8,14284.0
002965,祥鑫科技,通用设备,50.674,88800.0,127519.0
002966,苏州银行,银行,25.0,427489.6,348577.0
002967,广电计量,专业服务,20.141,69154.2,36149.0
002968,新大正,房地产服务,94.224,10863.6,13156.0
002969,嘉美包装,包装材料,65.217,110458.4,76102.0
002970,锐明技术,计算机设备,68.104,102084.0,60066.0
002971,和远气体,化学制品,31.851,35091.8,21037.0
002972,科安达,交运设备,67.849,21763.4,8702.0
002973,侨银股份,环保行业,68.065,22259.0,42894.0
002975,博杰股份,专用设备,87.755,26159.4,10307.0
002976,瑞玛精密,消费电子,33.462,13328.4,46990.0
002977,天箭科技,通信设备,95.306,8922.0,6292.0
002978,安宁股份,钢铁行业,96.623,20485.0,13527.0
002979,雷赛智能,专用设备,65.906,59949.6,34951.0
002980,华盛昌,仪器仪表,70.809,11586.0,6806.0
002981,朝阳科技,消费电子,65.635,14172.2,10197.0
002982,湘佳股份,农牧饲渔,83.631,11092.2,6526.0
002983,芯瑞达,光学光电子,37.489,72124.2,38571.0
002984,森麒麟,橡胶制品,72.54,54689.2,37651.0
002985,北摩高科,航天航空,99.768,42433.2,35187.0
002986,宇新股份,化学制品,71.697,13264.0,7015.0
002987,京北方,软件开发,40.886,173885.8,213775.0
002988,豪美新材,有色金属,54.714,30478.8,20812.0
002989,中天精装,装修装饰,78.034,15040.0,13323.0
002990,盛视科技,互联网服务,27.319,51299.2,37782.0
002991,甘源食品,食品饮料,12.868,13835.8,8735.0
002992,宝明科技,光学光电子,55.151,55586.0,52314.0
002993,奥海科技,消费电子,91.07,41840.4,34782.0
002995,天地在线,文化传媒,53.803,106838.6,63677.0
002996,顺博合金,有色金属,87.099,22210.4,15685.0
002997,瑞鹄模具,汽车零部件,47.65,63383.0,26457.0
002998,优彩资源,化纤行业,48.611,54406.4,33001.0
002999,天禾股份,化肥行业,75.575,60999.8,36231.0
003000,劲仔食品,食品饮料,22.004,66198.6,28562.0
003001,中岩大地,工程咨询服务,90.323,29121.2,32409.0
003002,壶化股份,化学制品,43.662,24441.6,11879.0
003003,天元股份,包装材料,57.385,33702.2,40885.0
003004,声迅股份,计算机设备,66.303,15509.4,10118.0
003005,竞业达,互联网服务,62.88,31495.4,51645.0
003006,百亚股份,美容护理,21.613,50294.2,32306.0
003007,直真科技,软件开发,60.855,38339.0,21026.0
003008,开普检测,专业服务,67.259,5069.6,5176.0
003009,中天火箭,航天航空,55.082,49345.4,23718.0
003010,若羽臣,互联网服务,60.319,41719.2,35415.0
003011,海象新材,塑料制品,62.192,45200.6,24066.0
003012,东鹏控股,装修建材,83.897,51971.8,35429.0
003013,地铁设计,工程咨询服务,25.637,28212.8,52533.0
003015,日久光电,光学光电子,72.761,31672.2,20386.0
003016,欣贺股份,纺织服装,42.072,47732.8,24761.0
003017,大洋生物,化学原料,79.633,22982.6,11358.0
003018,金富科技,塑料制品,60.204,18045.0,16867.0
003019,宸展光电,光学光电子,93.635,38849.0,27205.0
003020,立方制药,化学制药,6.037,16274.8,8295.0
003021,兆威机电,电机,25.33,47843.0,45921.0
003022,联泓新科,化学制品,94.043,139945.6,70701.0
003023,彩虹集团,家电行业,86.853,27100.4,17729.0
003025,思进智能,通用设备,84.602,23725.8,11825.0
003026,中晶科技,半导体,94.354,23203.8,9601.0
003027,同兴环保,环保行业,67.413,30073.8,18754.0
003028,振邦智能,消费电子,66.445,12645.6,6655.0
003029,吉大正元,软件开发,42.692,71296.8,77105.0
003030,祖名股份,食品饮料,61.993,8977.2,6524.0
003031,中瓷电子,通信设备,21.398,35844.8,23607.0
003032,传智教育,教育,73.818,126117.0,295765.0
003033,征和工业,汽车零部件,67.183,10842.8,10090.0
003035,南网能源,专业服务,71.036,278732.0,210283.0
003036,泰坦股份,专用设备,51.345,16162.8,11384.0
003037,三和管桩,水泥建材,56.551,31722.6,22308.0
003038,鑫铂股份,有色金属,99.328,26359.8,17521.0
003039,顺控发展,公用事业,92.826,23576.0,16438.0
003040,楚天龙,通信设备,79.303,195597.6,83967.0
003041,真爱美家,纺织服装,77.103,14605.4,5225.0
003042,中农联合,农药兽药,80.162,33201.0,21068.0
003043,华亚智能,通用设备,77.188,45037.2,19278.0
003816,中国广核,电力行业,14.925,2047954.6,2456392.0
600000,浦发银行,银行,49.099,602101.2,679911.0
600004,白云机场,航空机场,28.976,239018.0,119770.0
600006,东风汽车,汽车整车,78.218,216371.0,175712.0
600007,中国国贸,房地产开发,16.591,52200.8,52810.0
600008,首创环保,公用事业,51.429,736289.8,802746.0
600009,上海机场,航空机场,54.904,125403.8,64461.0
600010,包钢股份,钢铁行业,96.599,2092210.2,1807571.0
600011,华能国际,电力行业,5.263,989100.2,812060.0
600012,皖通高速,铁路公路,4.485,173977.4,247823.0
600015,华夏银行,银行,8.824,732145.8,772150.0
600016,民生银行,银行,9.278,1877165.0,8425878.0
600017,日照港,航运港口,15.663,604965.2,1013516.0
600018,上港集团,航运港口,38.421,375985.0,388205.0
600019,宝钢股份,钢铁行业,41.401,954848.4,987859.0
600020,中原高速,铁路公路,10.294,249355.8,1090839.0
600021,上海电力,电力行业,67.497,679287.4,945586.0
600022,山东钢铁,钢铁行业,62.5,817995.8,987387.0
600023,浙能电力,电力行业,3.429,1004548.0,907138.0
600025,华能水电,电力行业,30.357,280236.2,219295.0
600026,中远海能,航运港口,52.502,357240.4,271971.0
600027,华电国际,电力行业,24.503,1111405.4,852907.0
600028,中国石化,石油行业,6.071,2895347.2,1812240.0
600029,南方航空,航空机场,40.972,563175.0,539653.0
600030,中信证券,证券,52.199,1067080.0,2183066.0
600031,三一重工,工程机械,75.52,725282.4,428689.0
600032,浙江新能,电力行业,95.913,37859.8,32595.0
600033,福建高速,铁路公路,13.75,374787.6,467012.0
600035,楚天高速,铁路公路,6.202,501250.6,934028.0
600036,招商银行,银行,69.928,992702.6,800890.0
600037,歌华有线,文化传媒,17.702,541535.2,271490.0
600038,中直股份,航天航空,84.778,61187.2,39031.0
600039,四川路桥,工程建设,11.275,233439.4,249804.0
600048,保利发展,房地产开发,74.933,684200.6,991085.0
600050,中国联通,通信服务,30.476,3633290.4,3998678.0
600051,宁波联合,综合行业,71.517,34600.0,29230.0
600052,东望时代,文化传媒,57.798,82929.0,73960.0
600053,九鼎投资,多元金融,85.804,30534.4,14096.0
600054,黄山旅游,旅游酒店,23.0,210531.8,139719.0
600055,万东医疗,医疗器械,77.689,79966.8,58123.0
600056,中国医药,医药商业,89.204,491794.2,335307.0
600057,厦门象屿,物流行业,46.503,258565.2,185537.0
600058,五矿发展,贸易行业,54.937,90041.2,58736.0
600059,古越龙山,酿酒行业,66.863,102949.4,64674.0
600060,海信视像,家电行业,9.831,207899.8,123758.0
600061,国投资本,证券,34.237,404365.4,679309.0
600062,华润双鹤,化学制药,65.698,737110.6,271694.0
600063,皖维高新,化纤行业,90.738,293357.0,157836.0
600064,南京高科,房地产开发,83.178,195096.0,264910.0
600066,宇通客车,汽车整车,4.755,570844.0,482341.0
600067,冠城大通,房地产开发,91.739,113394.2,101482.0
600070,浙江富润,互联网服务,78.933,164783.8,205704.0
600071,凤凰光学,光学光电子,95.857,49085.6,21108.0
600072,中船科技,船舶制造,0.0,1413622.8,1533146.0
600073,上海梅林,食品饮料,38.571,172171.8,153606.0
600075,新疆天业,化学原料,90.506,95100.6,76935.0
600076,康欣新材,装修建材,88.71,54102.6,39434.0
600077,宋都股份,房地产开发,98.308,114623.6,1175144.0
600079,人福医药,化学制药,11.034,178350.2,98811.0
600080,金花股份,中药,76.253,64883.4,31379.0
600081,东风科技,汽车零部件,73.702,30191.0,39844.0
600082,海泰发展,房地产开发,79.63,85312.0,82456.0
600083,博信股份,通信设备,77.341,24991.6,16943.0
600084,中葡股份,酿酒行业,12.747,55342.6,40158.0
600085,同仁堂,中药,9.079,174863.0,110795.0
600088,中视传媒,文化传媒,10.828,195182.0,418845.0
600089,特变电工,电网设备,59.429,894621.2,587111.0
600094,大名城,房地产开发,84.746,166791.2,146104.0
600095,湘财股份,证券,57.48,459644.8,625861.0
600096,云天化,化肥行业,92.964,289524.0,224800.0
600097,开创国际,农牧饲渔,77.703,32334.8,58323.0
600098,广州发展,电力行业,7.576,351123.0,416951.0
600099,林海股份,交运设备,58.333,23035.4,16033.0
600100,同方股份,计算机设备,9.565,3014172.8,2973176.0
600101,明星电力,电力行业,50.0,89037.0,76288.0
600103,青山纸业,造纸印刷,26.23,649175.6,384897.0
600104,上汽集团,汽车整车,98.458,220077.6,247393.0
600105,永鼎股份,通信设备,13.034,3275354.4,2435731.0
600106,重庆路桥,铁路公路,33.523,130924.6,101158.0
600107,美尔雅,纺织服装,76.417,37119.4,25881.0
600108,亚盛集团,农牧饲渔,82.812,206073.6,213647.0
600109,国金证券,证券,58.352,743320.4,772111.0
600110,诺德股份,电池,98.999,145370.4,103922.0
600111,北方稀土,小金属,98.546,297004.0,341208.0
600113,浙江东日,综合行业,74.465,45449.2,39878.0
600114,东睦股份,通用设备,98.901,136144.2,115669.0
600115,中国东航,航空机场,61.538,495179.8,344622.0
600116,三峡水利,电力行业,74.609,122775.6,61509.0
600117,西宁特钢,钢铁行业,81.166,103913.8,202935.0
600118,中国卫星,航天航空,47.065,341252.0,181019.0
600119,长江投资,物流行业,76.806,32694.2,17066.0
600120,浙江东方,多元金融,51.974,304754.4,342253.0
600121,郑州煤电,煤炭行业,73.836,132172.2,90957.0
600123,兰花科创,煤炭行业,93.386,155921.2,74562.0
600125,铁龙物流,物流行业,3.913,494665.2,705096.0
600126,杭钢股份,钢铁行业,69.258,165183.2,105866.0
600127,金健米业,农牧饲渔,93.333,120385.0,60798.0
600128,弘业股份,贸易行业,46.857,45206.4,31845.0
600129,太极集团,中药,2.941,101798.0,125697.0
600130,波导股份,消费电子,56.723,146366.0,90507.0
600131,国网信通,互联网服务,43.228,129637.4,96658.0
600132,重庆啤酒,酿酒行业,79.576,54566.8,32721.0
600133,东湖高新,工程建设,9.459,409455.2,337214.0
600135,乐凯胶片,塑料制品,41.714,53475.6,67022.0
600137,浪莎股份,纺织服装,53.086,20465.6,13340.0
600138,中青旅,旅游酒店,46.739,304728.6,186784.0
600141,兴发集团,化肥行业,96.269,182220.6,186478.0
600143,金发科技,塑料制品,80.465,178604.4,115794.0
600148,长春一东,汽车零部件,73.226,11974.4,5799.0
600149,廊坊发展,贸易行业,64.804,42502.4,70225.0
600150,中国船舶,船舶制造,33.239,1691157.0,1140841.0
600151,航天机电,光伏设备,73.324,109932.4,98969.0
600152,维科技术,电子元件,67.512,411162.0,117045.0
600153,建发股份,贸易行业,57.228,201640.2,501354.0
600155,华创阳安,证券,63.333,243367.6,291239.0
600156,华升股份,纺织服装,69.775,49366.0,30455.0
600157,永泰能源,电力行业,83.019,2217148.0,1900065.0
600158,中体产业,文化传媒,65.98,288485.0,190956.0
600159,大龙地产,房地产开发,78.261,91248.6,140153.0
600160,巨化股份,化学制品,79.897,442394.2,250752.0
600161,天坛生物,生物制品,40.079,131171.6,95377.0
600162,香江控股,房地产开发,67.544,220943.6,335688.0
600163,中闽能源,电力行业,95.425,88331.6,81704.0
600165,宁科生物,化学制品,97.586,205853.6,156865.0
600166,福田汽车,汽车整车,33.163,1060864.6,704858.0
600167,联美控股,电力行业,84.188,67702.8,120019.0
600168,武汉控股,公用事业,88.186,24322.0,22080.0
600169,太原重工,专用设备,66.165,155358.0,153779.0
600170,上海建工,工程建设,65.441,909851.2,2305058.0
600171,上海贝岭,半导体,69.981,229816.6,91963.0
600172,黄河旋风,非金属材料,99.034,298849.0,192963.0
600173,卧龙地产,房地产开发,57.031,56848.8,96031.0
600176,中国巨石,玻璃玻纤,51.135,270355.8,276916.0
600177,雅戈尔,纺织服装,33.987,248960.6,218783.0
600178,东安动力,汽车零部件,77.326,37565.2,39568.0
600179,安通控股,物流行业,93.443,263580.0,245320.0
600180,瑞茂通,物流行业,3.109,149966.8,735644.0
600183,生益科技,电子元件,77.979,300623.6,147630.0
600184,光电股份,专用设备,66.667,47727.6,28356.0
600185,格力地产,房地产开发,62.609,217097.2,275593.0
600186,莲花健康,食品饮料,34.266,239512.8,213401.0
600187,国中水务,公用事业,68.449,362736.0,220235.0
600188,兖矿能源,煤炭行业,86.765,246867.2,161209.0
600189,泉阳泉,食品饮料,82.254,65530.0,53663.0
600190,锦州港,航运港口,57.718,277749.8,299055.0
600191,华资实业,食品饮料,41.494,65049.6,48074.0
600192,长城电工,电网设备,69.365,67283.6,39811.0
600193,创兴资源,装修装饰,73.415,41576.2,18279.0
600195,中牧股份,农药兽药,58.32,138638.8,122319.0
600196,复星医药,化学制药,86.33,197418.2,145000.0
600197,伊力特,酿酒行业,33.761,135869.8,166441.0
600198,大唐电信,半导体,79.032,179484.0,110460.0
600199,金种子酒,酿酒行业,41.317,134921.8,76791.0
600200,江苏吴中,化学制药,39.318,261968.8,164063.0
600201,生物股份,农药兽药,52.871,182896.2,91368.0
600202,哈空调,电源设备,60.435,64566.6,42175.0
600203,福日电子,消费电子,95.681,176153.0,87811.0
600206,有研新材,小金属,86.832,222569.0,150139.0
600207,安彩高科,光伏设备,94.304,92253.8,63265.0
600208,新湖中宝,房地产开发,41.837,1183832.4,1695940.0
600210,紫江企业,包装材料,85.246,169156.2,162738.0
600211,西藏药业,中药,7.118,60352.8,96341.0
600212,绿能慧充,电力行业,13.579,240509.4,140991.0
600213,亚星客车,汽车整车,59.452,52406.2,61073.0
600215,派斯林,通用设备,26.115,60340.4,210465.0
600216,浙江医药,化学制药,91.318,112248.2,142370.0
600217,中再资环,环保行业,73.945,76905.0,94784.0
600218,全柴动力,汽车零部件,84.177,33452.6,23286.0
600219,南山铝业,有色金属,82.511,845606.4,876903.0
600220,江苏阳光,纺织服装,91.463,154976.2,77317.0
600221,海航控股,航空机场,50.588,1160783.4,685412.0
600222,太龙药业,中药,75.0,148151.4,102018.0
600223,鲁商发展,房地产开发,46.945,104053.2,102964.0
600225,卓朗科技,软件开发,74.138,267321.2,157360.0
600227,圣济堂,化学制药,79.71,53077.8,48426.0
600228,返利科技,互联网服务,16.869,429730.2,919952.0
600229,城市传媒,文化传媒,9.165,373046.0,1096080.0
600230,沧州大化,化学制品,73.394,104488.4,57543.0
600231,凌钢股份,钢铁行业,83.636,75668.4,89539.0
600232,金鹰股份,纺织服装,65.314,29658.6,26891.0
600233,圆通速递,物流行业,59.817,214522.0,178288.0
600234,科新发展,房地产开发,91.364,33391.6,23729.0
600235,民丰特纸,造纸印刷,71.617,40702.6,32631.0
600236,桂冠电力,电力行业,71.366,119204.0,91464.0
600237,铜峰电子,电子元件,76.378,123318.4,89942.0
600238,海南椰岛,酿酒行业,70.023,135828.4,187017.0
600243,青海华鼎,通用设备,79.915,52776.0,31561.0
600246,万通发展,房地产开发,90.909,224642.0,298518.0
600248,陕西建工,工程建设,0.0,1871543.0,2003837.0
600249,两面针,美容护理,64.103,107000.4,82952.0
600250,南纺股份,贸易行业,49.077,45523.8,48253.0
600251,冠农股份,农牧饲渔,64.378,340993.2,198869.0
600252,中恒集团,中药,91.477,290736.8,205961.0
600255,鑫科材料,有色金属,88.571,182833.0,92475.0
600256,广汇能源,石油行业,64.286,918061.6,752240.0
600257,大湖股份,农牧饲渔,89.419,123977.2,83175.0
600258,首旅酒店,旅游酒店,83.058,230612.4,110528.0
600259,广晟有色,小金属,73.761,51537.2,37226.0
600261,阳光照明,家电行业,77.228,109085.0,86191.0
600262,北方股份,专用设备,5.664,33249.0,106087.0
600266,城建发展,房地产开发,41.732,420228.2,428114.0
600267,海正药业,化学制药,23.362,702183.8,343837.0
600268,国电南自,电网设备,73.802,84353.8,62367.0
600269,赣粤高速,铁路公路,2.667,475929.4,560670.0
600271,航天信息,互联网服务,34.469,455133.4,240149.0
600272,开开实业,医药商业,74.368,25235.0,20208.0
600273,嘉化能源,化学制品,47.619,181895.4,200759.0
600276,恒瑞医药,化学制药,15.364,503612.0,422608.0
600277,亿利洁能,化学原料,99.085,241272.4,369397.0
600278,东方创业,贸易行业,71.336,57457.0,38623.0
600279,重庆港,航运港口,48.634,165694.2,152864.0
600280,中央商场,商业百货,41.292,422950.4,323793.0
600281,华阳新材,小金属,84.824,24359.4,21540.0
600282,南钢股份,钢铁行业,50.962,611733.0,586145.0
600283,钱江水利,公用事业,38.174,27329.8,55779.0
600284,浦东建设,工程建设,47.321,119175.2,84178.0
600285,羚锐制药,中药,8.783,139706.0,148770.0
600287,江苏舜天,商业百货,41.748,41254.4,49514.0
600288,大恒科技,电子元件,71.714,118020.8,48349.0
600292,远达环保,环保行业,80.365,54657.6,51420.0
600293,三峡新材,通信设备,90.244,126981.8,66427.0
600295,鄂尔多斯,钢铁行业,94.218,52123.2,36217.0
600297,广汇汽车,汽车服务,85.217,378651.2,476209.0
600298,安琪酵母,食品饮料,86.94,95033.2,73494.0
600299,安迪苏,化学制品,97.996,85085.6,75017.0
600300,维维股份,食品饮料,89.831,123804.4,103093.0
600301,南化股份,贸易行业,34.399,54984.2,55960.0
600302,标准股份,专用设备,78.993,43063.0,31398.0
600305,恒顺醋业,食品饮料,78.903,86203.0,61801.0
600307,酒钢宏兴,钢铁行业,60.714,363587.4,376894.0
600308,华泰股份,造纸印刷,66.0,110647.4,77524.0
600309,万华化学,化学制品,56.358,123189.2,128221.0
600310,桂东电力,电力行业,91.843,160580.6,152569.0
600312,平高电气,电网设备,7.426,673127.0,364576.0
600313,农发种业,农牧饲渔,63.891,244019.8,157995.0
600315,上海家化,美容护理,84.744,92403.0,50540.0
600316,洪都航空,航天航空,72.592,78743.4,47289.0
600318,新力金融,多元金融,68.519,98135.6,108206.0
600319,亚星化学,化学原料,89.037,46138.2,28139.0
600320,振华重工,专用设备,24.667,377532.6,305233.0
600321,正源股份,装修建材,75.0,177728.2,160574.0
600322,天房发展,房地产开发,87.166,223007.4,282896.0
600323,瀚蓝环境,环保行业,20.76,62211.4,55817.0
600325,华发股份,房地产开发,25.066,273089.2,548225.0
600326,西藏天路,水泥建材,42.659,987113.4,409866.0
600327,大东方,贸易行业,82.927,138737.6,115257.0
600328,中盐化工,化学原料,91.225,84821.8,62659.0
600329,达仁堂,中药,5.681,63238.2,215375.0
600330,天通股份,非金属材料,76.241,444230.4,271662.0
600331,宏达股份,有色金属,50.0,195723.4,328365.0
600332,白云山,中药,23.849,191570.2,137117.0
600333,长春燃气,燃气,77.74,36819.4,31501.0
600335,国机汽车,汽车服务,25.034,282227.2,497120.0
600336,澳柯玛,家电行业,92.264,121490.6,104534.0
600337,美克家居,装修建材,16.438,129566.4,424519.0
600338,西藏珠峰,有色金属,96.259,183310.2,169454.0
600339,中油工程,采掘行业,7.792,1933705.4,1685233.0
600340,华夏幸福,房地产开发,85.542,611165.2,1703494.0
600343,航天动力,专用设备,69.272,55375.0,34923.0
600345,长江通信,通信设备,17.576,100617.0,68395.0
600346,恒力石化,化纤行业,88.684,222920.0,126942.0
600348,华阳股份,煤炭行业,69.672,357244.8,176531.0
600350,山东高速,铁路公路,15.574,217960.6,321696.0
600351,亚宝药业,中药,72.981,278817.0,173698.0
600352,浙江龙盛,化学制品,69.484,320540.6,233517.0
600353,旭光电子,电子元件,70.882,159568.4,111158.0
600354,敦煌种业,农牧饲渔,47.304,226119.2,210240.0
600355,精伦电子,通信设备,67.227,163695.8,107414.0
600356,恒丰纸业,造纸印刷,44.695,42274.4,35176.0
600358,国旅联合,文化传媒,61.154,97972.0,125261.0
600359,新农开发,农牧饲渔,73.961,60772.2,39103.0
600360,华微电子,半导体,72.232,202249.4,135436.0
600361,创新新材,商业百货,79.828,88594.8,49112.0
600362,江西铜业,有色金属,42.857,156941.2,156914.0
600363,联创光电,光学光电子,19.479,136511.0,55777.0
600366,宁波韵升,小金属,96.004,151389.8,143029.0
600367,红星发展,化学原料,99.47,57618.6,49495.0
600368,五洲交通,铁路公路,2.727,253825.2,201046.0
600369,西南证券,证券,75.0,503266.0,596226.0
600370,三房巷,化学制品,69.718,106559.2,104138.0
600371,万向德农,农牧饲渔,78.603,30298.0,22635.0
600372,中航电子,航天航空,90.022,465218.2,395825.0
600373,中文传媒,文化传媒,10.678,1075078.2,953669.0
600375,汉马科技,工程机械,73.702,171414.4,133320.0
600376,首开股份,房地产开发,88.889,212245.2,274234.0
600377,宁沪高速,铁路公路,1.873,116417.2,170388.0
600378,昊华科技,化学制品,68.807,28912.6,26565.0
600379,宝光股份,电网设备,73.317,52035.6,28782.0
600380,健康元,化学制药,29.844,219170.4,150902.0
600381,青海春天,食品饮料,80.069,169565.6,93979.0
600383,金地集团,房地产开发,89.964,692784.8,1435547.0
600386,北巴传媒,汽车服务,31.553,206792.0,201205.0
600387,海越能源,石油行业,77.473,73844.0,112979.0
600389,江山股份,农药兽药,95.547,32308.0,20410.0
600390,五矿资本,多元金融,16.038,563073.8,1240854.0
600391,航发科技,航天航空,41.839,78714.0,57666.0
600392,盛和资源,小金属,96.218,224160.6,240404.0
600393,粤泰股份,房地产开发,77.778,350261.2,402218.0
600395,盘江股份,煤炭行业,94.484,178924.0,114653.0
600396,金山股份,电力行业,99.65,121571.8,156131.0
600397,安源煤业,煤炭行业,85.532,189885.0,84289.0
600398,海澜之家,纺织服装,0.872,342402.2,590134.0
600399,抚顺特钢,钢铁行业,96.107,351599.0,135438.0
600400,红豆股份,纺织服装,80.692,183570.0,123481.0
600403,大有能源,煤炭行业,70.313,175042.2,77661.0
600405,动力源,电源设备,89.183,205800.8,152080.0
600406,国电南瑞,电网设备,90.419,179561.8,101621.0
600408,安泰集团,煤炭行业,88.947,67730.8,167561.0
600409,三友化工,化学原料,97.773,229480.6,229470.0
600410,华胜天成,互联网服务,37.376,406384.6,555930.0
600415,小商品城,商业百货,4.148,5020267.2,5314217.0
600416,湘电股份,风电设备,56.129,144959.8,74915.0
600418,江淮汽车,汽车整车,70.972,579747.0,333896.0
600419,天润乳业,食品饮料,6.893,172564.4,84046.0
600420,国药现代,化学制药,16.832,324003.8,242841.0
600421,华嵘控股,通用设备,58.512,9594.2,9358.0
600422,昆药集团,中药,5.142,220487.4,193196.0
600423,柳化股份,化学原料,84.112,41926.2,30906.0
600425,青松建化,水泥建材,7.767,1006374.8,1785833.0
600426,华鲁恒升,化学原料,60.72,210162.4,155722.0
600428,中远海特,航运港口,55.117,464566.4,358577.0
600429,三元股份,食品饮料,72.492,73925.6,48293.0
600433,冠豪高新,造纸印刷,56.388,166749.8,121157.0
600435,北方导航,通信设备,42.063,229349.6,159286.0
600436,片仔癀,中药,80.539,23919.6,16980.0
600438,通威股份,光伏设备,90.339,636376.2,413771.0
600439,瑞贝卡,家用轻工,76.923,102062.8,50057.0
600444,国机通用,专用设备,76.542,15249.8,21233.0
600446,金证股份,互联网服务,17.248,1437658.0,856568.0
600448,华纺股份,纺织服装,85.87,102033.6,81171.0
600449,宁夏建材,水泥建材,42.857,124886.2,79471.0
600452,涪陵电力,电力行业,50.764,93265.2,41177.0
600455,博通股份,教育,50.688,19545.4,20034.0
600456,宝钛股份,小金属,98.299,55323.6,34201.0
600458,时代新材,风电设备,53.836,106924.6,140608.0
600459,贵研铂业,小金属,83.311,107175.4,98323.0
600460,士兰微,半导体,90.607,320549.2,150873.0
600461,洪城环境,公用事业,42.211,181615.6,206953.0
600463,空港股份,房地产开发,56.041,43878.8,36805.0
600466,蓝光发展,房地产开发,96.667,2842772.0,3389919.0
600467,好当家,农牧饲渔,87.963,133104.8,98747.0
600468,百利电气,电网设备,52.347,371571.4,192516.0
600469,风神股份,橡胶制品,27.907,104939.4,111714.0
600470,六国化工,化肥行业,98.866,48078.4,35482.0
600475,华光环能,电源设备,36.535,144323.0,114744.0
600476,湘邮科技,互联网服务,52.927,86140.8,70954.0
600477,杭萧钢构,水泥建材,65.373,473695.0,353249.0
600478,科力远,电子元件,59.644,237099.4,164867.0
600479,千金药业,中药,31.398,237328.2,251613.0
600480,凌云股份,汽车零部件,85.266,88050.4,65081.0
600481,双良节能,通用设备,52.334,376302.4,219618.0
600482,中国动力,船舶制造,19.811,172738.2,208677.0
600483,福能股份,电力行业,77.107,288018.0,148537.0
600486,扬农化工,农药兽药,98.837,18217.4,17069.0
600487,亨通光电,通信设备,58.025,989612.0,501802.0
600488,津药药业,化学制药,3.774,254640.8,307764.0
600489,中金黄金,贵金属,9.256,1008412.6,661014.0
600490,鹏欣资源,有色金属,31.298,828302.6,695365.0
600491,龙元建设,工程建设,86.408,294172.2,186234.0
600493,凤竹纺织,纺织服装,69.957,46909.0,32965.0
600495,晋西车轴,交运设备,47.027,255241.0,206894.0
600496,精工钢构,水泥建材,83.951,300479.6,177321.0
600497,驰宏锌锗,有色金属,42.857,829455.4,546246.0
600498,烽火通信,通信设备,41.932,699373.8,294245.0
600499,科达制造,专用设备,99.374,206169.2,186705.0
600500,中化国际,化学制品,80.8,197031.8,153214.0
600501,航天晨光,专用设备,43.268,99298.2,59003.0
600502,安徽建工,工程建设,11.737,569418.6,813415.0
600503,华丽家族,房地产开发,61.194,100157.8,201904.0
600505,西昌电力,电力行业,73.432,40610.4,30295.0
600506,统一股份,农牧饲渔,55.972,26101.6,20964.0
600507,方大特钢,钢铁行业,99.267,184530.4,186913.0
600508,上海能源,煤炭行业,57.009,91138.8,89915.0
600509,天富能源,电力行业,27.65,201932.4,161128.0
600510,黑牡丹,房地产开发,94.198,117410.0,140874.0
600511,国药股份,医药商业,14.677,123511.6,74905.0
600512,腾达建设,工程建设,77.021,393140.4,660215.0
600513,联环药业,化学制药,50.901,100250.6,124081.0
600515,海南机场,航空机场,75.583,737110.2,698103.0
600516,方大炭素,非金属材料,92.116,303144.2,209682.0
600517,国网英大,电网设备,5.814,364098.6,241243.0
600519,贵州茅台,酿酒行业,52.826,29600.4,20714.0
600520,文一科技,专用设备,50.079,55820.8,41670.0
600521,华海药业,化学制药,63.616,153308.6,123755.0
600522,中天科技,通信设备,93.426,925458.6,769625.0
600523,贵航股份,汽车零部件,95.627,55498.2,39317.0
600525,长园集团,电网设备,51.807,273513.6,449750.0
600526,菲达环保,环保行业,90.04,78017.6,51284.0
600527,江南高纤,化纤行业,73.684,93402.4,97714.0
600528,中铁工业,交运设备,13.043,433531.0,349302.0
600529,山东药玻,医疗器械,80.089,98282.4,52527.0
600530,交大昂立,生物制品,95.302,67442.6,59242.0
600531,豫光金铅,有色金属,13.878,401728.8,251962.0
600533,栖霞建设,房地产开发,77.451,122372.8,162077.0
600535,天士力,中药,25.746,270327.6,226919.0
600536,中国软件,互联网服务,47.645,236162.8,229043.0
600537,亿晶光电,光伏设备,60.209,580883.6,618903.0
600538,国发股份,农药兽药,96.285,68357.8,64911.0
600539,狮头股份,环保行业,77.07,63575.0,32474.0
600540,新赛股份,农牧饲渔,60.135,64052.6,104287.0
600543,莫高股份,酿酒行业,82.969,97140.6,70485.0
