股票代码,股票名称,所属行业,得分,5日均成交量,成交量
601689,拓普集团,汽车零部件,87.149,129226.2,73480.0
601696,中银证券,证券,92.469,244439.2,362972.0
601698,中国卫通,通信服务,48.176,1146438.4,458016.0
601699,潞安环能,煤炭行业,27.565,461338.0,297691.0
601700,风范股份,电网设备,74.395,64884.4,56937.0
601702,华峰铝业,有色金属,84.858,166793.6,100019.0
601717,郑煤机,汽车零部件,50.51,170380.2,157323.0
601718,际华集团,纺织服装,36.134,499526.6,512228.0
601727,上海电气,电源设备,37.58,845529.4,613406.0
601728,中国电信,通信服务,23.316,3594116.4,2898668.0
601766,中国中车,交运设备,16.988,1377187.4,1400671.0
601777,力帆科技,汽车整车,95.143,143149.4,76936.0
601778,晶科科技,电力行业,93.945,319233.8,240806.0
601788,光大证券,证券,52.775,424955.2,1244505.0
601789,宁波建工,工程建设,73.137,353432.0,327709.0
601798,蓝科高新,专用设备,74.684,44427.8,27956.0
601799,星宇股份,汽车零部件,93.979,14417.6,8195.0
601800,中国交建,工程建设,7.143,1100341.6,825104.0
601801,皖新传媒,文化传媒,0.0,690524.8,647212.0
601808,中海油服,采掘行业,43.89,86015.4,48805.0
601811,新华文轩,文化传媒,14.729,358054.6,311475.0
601816,京沪高铁,物流行业,6.04,2115105.4,2677469.0
601818,光大银行,银行,8.219,2228173.4,3451113.0
601825,沪农商行,银行,52.356,216942.4,601318.0
601827,三峰环境,环保行业,55.728,88455.4,110281.0
601828,美凯龙,商业百货,79.926,147816.4,106186.0
601838,成都银行,银行,57.982,410178.2,298645.0
601857,中国石油,石油行业,5.398,3335702.0,2361696.0
601858,中国科传,文化传媒,3.623,529711.8,439495.0
601860,紫金银行,银行,78.448,614260.2,741386.0
601865,福莱特,玻璃玻纤,96.215,55825.6,39810.0
601866,中远海发,航运港口,84.348,522548.4,638978.0
601868,中国能建,工程建设,35.417,5809066.0,4611093.0
601869,长飞光纤,通信设备,82.072,55879.6,41695.0
601872,招商轮船,航运港口,52.174,459501.6,720748.0
601877,正泰电器,电网设备,91.119,232829.6,183295.0
601878,浙商证券,证券,65.37,355009.4,617880.0
601880,辽港股份,航运港口,40.0,1084380.4,1594994.0
601881,中国银河,证券,3.953,765731.2,2081074.0
601882,海天精工,通用设备,31.678,71715.0,43803.0
601886,江河集团,装修装饰,48.46,97706.4,97000.0
601888,中国中免,旅游酒店,97.876,211718.4,132288.0
601890,亚星锚链,船舶制造,30.685,655562.6,475819.0
601898,中煤能源,煤炭行业,44.7,329071.4,219808.0
601899,紫金矿业,贵金属,23.899,2260787.0,1870675.0
601900,南方传媒,文化传媒,0.389,922461.4,769261.0
601901,方正证券,证券,42.544,324995.8,425984.0
601908,京运通,电力行业,83.653,313547.8,222384.0
601916,浙商银行,银行,7.547,1570570.8,2087655.0
601918,新集能源,煤炭行业,84.615,229543.0,234067.0
601919,中远海控,航运港口,91.6,938673.4,1057134.0
601921,浙版传媒,文化传媒,15.476,687774.0,518510.0
601928,凤凰传媒,文化传媒,4.757,919332.2,1055970.0
601929,吉视传媒,文化传媒,11.364,1067353.6,893514.0
601933,永辉超市,商业百货,76.793,484678.6,481408.0
601939,建设银行,银行,6.25,2160979.8,2614637.0
601949,中国出版,文化传媒,0.0,1759131.8,1366198.0
601952,苏垦农发,农牧饲渔,77.986,92835.0,49497.0
601956,东贝集团,家电行业,76.692,70945.8,46706.0
601958,金钼股份,小金属,77.969,529771.0,373871.0
601963,重庆银行,银行,48.525,112554.8,105373.0
601965,中国汽研,汽车服务,34.723,135742.0,122208.0
601966,玲珑轮胎,橡胶制品,79.533,84928.4,93683.0
601968,宝钢包装,包装材料,76.415,50776.6,40016.0
601969,海南矿业,钢铁行业,92.829,126181.0,123468.0
601975,招商南油,航运港口,64.396,893461.0,916318.0
601985,中国核电,电力行业,58.28,1342363.0,1039074.0
601988,中国银行,银行,8.403,3995396.6,6652621.0
601989,中国重工,船舶制造,5.66,5019491.8,3378142.0
601990,南京证券,证券,55.799,242256.8,359208.0
601991,大唐发电,电力行业,38.308,1691794.6,1482488.0
601992,金隅集团,水泥建材,88.776,495348.8,589831.0
601995,中金公司,证券,55.958,145589.2,220013.0
601996,丰林集团,装修建材,91.477,66210.2,53066.0
601997,贵阳银行,银行,16.667,480035.4,683300.0
601998,中信银行,银行,10.58,881975.0,804883.0
601999,出版传媒,文化传媒,1.042,369363.0,545927.0
603000,人民网,文化传媒,25.91,608165.0,742685.0
603001,奥康国际,纺织服装,92.25,18295.4,22588.0
603002,宏昌电子,电子元件,88.889,81416.6,63884.0
603003,龙宇股份,贸易行业,35.714,135176.6,77105.0
603005,晶方科技,半导体,91.176,418513.8,249401.0
603006,联明股份,汽车零部件,56.021,19048.8,15114.0
603008,喜临门,装修建材,79.28,89330.8,56830.0
603009,北特科技,汽车零部件,65.688,53269.4,46734.0
603010,万盛股份,塑料制品,95.912,30025.4,15006.0
603011,合锻智能,专用设备,73.494,150971.2,78035.0
603012,创力集团,专用设备,57.767,106289.8,78670.0
603013,亚普股份,汽车零部件,59.29,27836.0,17057.0
603015,弘讯科技,专用设备,67.248,96697.6,87749.0
603016,新宏泰,电网设备,30.921,27402.0,16193.0
603017,中衡设计,工程咨询服务,25.326,41444.6,95538.0
603018,华设集团,工程咨询服务,3.467,217386.8,712073.0
603019,中科曙光,计算机设备,28.075,1936866.0,1176596.0
603020,爱普股份,食品饮料,92.385,19124.2,15108.0
603021,山东华鹏,玻璃玻纤,79.037,33897.4,19521.0
603022,新通联,包装材料,73.846,26683.4,37155.0
603023,威帝股份,汽车零部件,92.197,40687.2,22045.0
603025,大豪科技,专用设备,97.898,48155.2,28404.0
603026,胜华新材,化学制品,97.706,36854.0,16124.0
603027,千禾味业,食品饮料,17.788,205976.6,200128.0
603028,赛福天,通用设备,51.384,149771.4,53620.0
603029,天鹅股份,专用设备,61.631,35817.2,25525.0
603030,全筑股份,装修装饰,86.219,711980.8,723735.0
603031,安孚科技,电池,59.315,4321.0,2469.0
603032,德新科技,铁路公路,85.316,21092.4,16135.0
603033,三维股份,橡胶制品,84.326,14584.0,15288.0
603035,常熟汽饰,汽车零部件,58.039,80698.2,32774.0
603036,如通股份,专用设备,44.51,43413.2,104004.0
603037,凯众股份,汽车零部件,65.737,14876.6,9242.0
603038,华立股份,装修装饰,82.837,83184.4,50253.0
603040,新坐标,汽车零部件,32.999,29986.6,50528.0
603041,美思德,化学制品,56.959,16543.0,15649.0
603042,华脉科技,通信设备,47.732,87398.2,249698.0
603043,广州酒家,食品饮料,12.302,54991.8,52546.0
603045,福达合金,有色金属,81.24,17543.2,15756.0
603048,浙江黎明,汽车零部件,95.826,10312.6,7340.0
603050,科林电气,电网设备,43.83,107638.4,55894.0
603051,鹿山新材,塑料制品,85.942,26763.0,16388.0
603052,可川科技,电子元件,99.358,13065.4,7057.0
603053,成都燃气,燃气,61.502,40057.4,57916.0
603055,台华新材,纺织服装,87.335,57651.8,37068.0
603056,德邦股份,物流行业,56.323,58177.4,62340.0
603057,紫燕食品,食品饮料,42.587,23084.8,12185.0
603058,永吉股份,造纸印刷,8.688,97175.6,146731.0
603059,倍加洁,美容护理,53.093,26872.4,8941.0
603060,国检集团,专业服务,76.259,41139.8,30200.0
603061,金海通,半导体,48.736,33378.6,19460.0
603063,禾望电气,风电设备,78.988,83715.6,108893.0
603066,音飞储存,物流行业,41.27,55474.4,62046.0
603067,振华股份,化学原料,80.451,61299.2,49276.0
603068,博通集成,半导体,89.904,42084.8,24056.0
603069,海汽集团,铁路公路,68.093,64613.0,44014.0
603070,万控智造,电网设备,84.335,16162.6,10136.0
603071,物产环能,贸易行业,41.115,41731.0,31654.0
603073,彩蝶实业,纺织服装,94.44,20928.2,12210.0
603076,乐惠国际,专用设备,45.646,26351.8,16660.0
603077,和邦生物,化学原料,98.519,754360.6,689319.0
603078,江化微,电子化学品,79.65,74624.4,43536.0
603079,圣达生物,食品饮料,76.628,12706.4,9128.0
603080,新疆火炬,燃气,60.643,14588.2,10145.0
603081,大丰实业,装修装饰,36.755,56370.6,49533.0
603083,剑桥科技,通信设备,0.629,855190.8,667032.0
603085,天成自控,汽车零部件,60.224,38484.4,19456.0
603086,先达股份,农药兽药,86.416,49293.4,37588.0
603087,甘李药业,生物制品,86.094,66356.6,57976.0
603088,宁波精达,通用设备,85.986,62409.8,55530.0
603089,正裕工业,汽车零部件,78.008,41784.8,25869.0
603090,宏盛股份,通用设备,86.331,26632.2,15237.0
603093,南华期货,多元金融,43.436,107864.2,79240.0
603095,越剑智能,专用设备,73.569,10156.4,6211.0
603096,新经典,文化传媒,49.352,106422.2,125418.0
603097,江苏华辰,电网设备,58.834,27130.2,12969.0
603098,森特股份,工程建设,97.908,19836.8,12210.0
603099,长白山,旅游酒店,52.86,80904.0,40157.0
603100,川仪股份,仪器仪表,6.963,23499.6,28363.0
603101,汇嘉时代,商业百货,52.941,37379.8,181037.0
603102,百合股份,食品饮料,75.092,16197.6,11649.0
603103,横店影视,文化传媒,4.573,64261.6,158380.0
603105,芯能科技,光伏设备,46.314,94827.8,78363.0
603106,恒银科技,计算机设备,67.476,84223.8,39753.0
603108,润达医疗,医疗服务,42.117,236091.0,308732.0
603109,神驰机电,汽车零部件,73.149,45957.8,35207.0
603110,东方材料,化学制品,96.723,55213.4,26669.0
603111,康尼机电,交运设备,45.0,155526.4,77636.0
603112,华翔股份,家电行业,87.843,36131.4,15522.0
603113,金能科技,化学原料,97.42,74091.4,72557.0
603115,海星股份,有色金属,99.407,19241.8,19031.0
603116,红蜻蜓,纺织服装,8.197,72228.2,216492.0
603118,共进股份,通信设备,47.162,306118.4,130102.0
603121,华培动力,汽车零部件,72.529,139749.6,77543.0
603122,合富中国,医疗器械,80.306,41818.6,23307.0
603123,翠微股份,商业百货,82.277,411477.6,159075.0
603126,中材节能,环保行业,33.806,119715.4,100811.0
603127,昭衍新药,医疗服务,98.583,64929.6,32350.0
603128,华贸物流,物流行业,81.975,111193.4,116435.0
603129,春风动力,交运设备,58.912,13935.8,8558.0
603130,云中马,纺织服装,99.638,17124.6,14492.0
603131,上海沪工,通用设备,81.119,46019.8,27338.0
603132,金徽股份,有色金属,88.168,27884.8,17860.0
603133,碳元科技,消费电子,90.336,146083.4,138156.0
603136,天目湖,旅游酒店,37.178,37582.8,25217.0
603138,海量数据,软件开发,53.792,145331.6,200295.0
603139,康惠制药,中药,87.131,16333.6,10810.0
603150,万朗磁塑,塑料制品,92.77,6680.4,5637.0
603151,邦基科技,农牧饲渔,86.618,7439.4,3725.0
603153,上海建科,工程咨询服务,32.267,183729.4,197382.0
603155,新亚强,化学制品,98.109,5186.8,4484.0
603156,养元饮品,食品饮料,36.377,101931.8,82301.0
603158,腾龙股份,汽车零部件,95.758,75753.6,50723.0
603159,上海亚虹,专用设备,68.17,9952.8,5427.0
603160,汇顶科技,半导体,92.344,56052.2,30126.0
603161,科华控股,汽车零部件,39.576,46585.6,22844.0
603163,圣晖集成,工程建设,39.899,19293.8,9072.0
603165,荣晟环保,造纸印刷,40.992,34573.6,23514.0
603166,福达股份,汽车零部件,66.667,63115.2,30448.0
603167,渤海轮渡,航运港口,47.343,77106.4,47200.0
603168,莎普爱思,化学制药,53.92,527820.0,327300.0
603169,兰石重装,专用设备,76.046,312080.6,265465.0
603170,宝立食品,食品饮料,49.748,17921.8,18977.0
603171,税友股份,互联网服务,31.594,26645.6,14184.0
603173,福斯达,通用设备,51.434,54580.4,32642.0
603176,汇通集团,工程建设,62.099,73713.0,48442.0
603177,德创环保,环保行业,87.356,28991.6,13808.0
603178,圣龙股份,汽车零部件,89.062,32505.0,16021.0
603179,新泉股份,汽车零部件,36.342,36654.6,25672.0
603180,金牌厨柜,装修建材,47.726,16538.6,10224.0
603181,皇马科技,塑料制品,96.782,52339.0,57294.0
603182,嘉华股份,食品饮料,74.446,15748.6,9433.0
603183,建研院,专业服务,82.487,130936.6,136566.0
603185,弘元绿能,光伏设备,98.981,76027.2,42374.0
603186,华正新材,电子元件,66.928,87331.2,46003.0
603187,海容冷链,通用设备,89.234,78174.6,30332.0
603188,亚邦股份,化学制品,87.5,58758.0,35121.0
603189,网达软件,软件开发,65.297,73958.8,51971.0
603190,亚通精工,汽车零部件,90.905,19921.6,8883.0
603191,望变电气,电网设备,87.727,71695.2,45712.0
603192,汇得科技,化学制品,96.789,7337.0,4308.0
603195,公牛集团,家电行业,46.167,9299.2,6325.0
603196,日播时尚,纺织服装,0.0,65624.8,122167.0
603197,保隆科技,汽车零部件,65.193,67639.2,35268.0
603198,迎驾贡酒,酿酒行业,49.773,59775.0,27270.0
603199,九华旅游,旅游酒店,22.525,99963.0,69396.0
603200,上海洗霸,环保行业,69.002,32270.8,25826.0
603201,常润股份,汽车零部件,98.802,4625.0,6871.0
603203,快克智能,专用设备,59.909,16383.4,9090.0
603206,嘉环科技,软件开发,79.036,40461.6,20971.0
603208,江山欧派,装修建材,64.899,14036.2,9785.0
603209,兴通股份,航运港口,40.339,19661.0,17635.0
603211,晋拓股份,汽车零部件,73.018,34255.4,25420.0
603212,赛伍技术,光伏设备,84.772,101329.0,71883.0
603213,镇洋发展,化学原料,75.875,13148.4,10180.0
603214,爱婴室,商业百货,74.608,19818.4,18664.0
603215,比依股份,家电行业,39.462,123959.2,59354.0
603216,梦天家居,装修装饰,98.419,11893.8,10336.0
603217,元利科技,化学制品,94.381,10790.0,16647.0
603218,日月股份,风电设备,71.599,160786.4,77825.0
603219,DR富佳股,家电行业,82.254,36133.4,46122.0
603220,中贝通信,通信服务,50.24,85248.2,38167.0
603221,爱丽家居,塑料制品,82.979,11306.4,9159.0
603222,济民医疗,化学制药,75.857,131739.0,70810.0
603223,恒通股份,物流行业,96.677,12500.8,10338.0
603225,新凤鸣,化纤行业,71.41,78294.2,111162.0
603226,菲林格尔,装修建材,87.016,22007.0,15544.0
603227,雪峰科技,化学制品,41.918,96177.2,549893.0
603228,景旺电子,电子元件,58.467,85243.6,61678.0
603229,奥翔药业,化学制药,96.714,92928.2,47438.0
603230,内蒙新华,文化传媒,59.302,353401.2,249581.0
603232,格尔软件,软件开发,48.327,112440.8,95509.0
603233,大参林,医药商业,52.085,60461.2,49651.0
603235,天新药业,食品饮料,97.261,14346.8,5766.0
603236,移远通信,通信设备,98.708,59361.0,52444.0
603237,五芳斋,食品饮料,53.852,13132.8,13631.0
603238,诺邦股份,美容护理,71.231,20059.4,13511.0
603239,浙江仙通,汽车零部件,53.376,20438.8,12646.0
603255,鼎际得,化学制品,59.094,26600.6,9965.0
603256,宏和科技,玻璃玻纤,58.286,28908.6,19303.0
603258,电魂网络,游戏,26.96,208616.4,131044.0
603259,药明康德,医疗服务,99.432,423883.4,155399.0
603260,合盛硅业,非金属材料,98.401,40800.6,22882.0
603261,立航科技,航天航空,82.847,7165.2,3342.0
603266,天龙股份,塑料制品,80.873,18484.8,17819.0
603267,鸿远电子,电子元件,99.644,28878.2,19006.0
603268,松发股份,装修建材,82.27,17784.8,28855.0
603269,海鸥股份,通用设备,37.387,140941.4,55110.0
603272,联翔股份,装修装饰,96.277,6456.0,6284.0
603277,银都股份,通用设备,40.642,20870.6,12523.0
603278,大业股份,通用设备,77.548,55787.4,124785.0
603279,景津装备,环保行业,84.984,63952.8,27908.0
603280,南方路机,专用设备,92.797,10436.8,6483.0
603281,江瀚新材,化学制品,89.087,28960.6,16825.0
603282,亚光股份,专用设备,33.037,42668.2,24507.0
603283,赛腾股份,专用设备,9.474,45362.0,86331.0
603286,日盈电子,汽车零部件,76.211,13961.4,11517.0
603288,海天味业,食品饮料,84.316,65541.2,28616.0
603289,泰瑞机器,专用设备,79.167,53352.0,28374.0
603290,斯达半导,半导体,99.073,28633.8,15233.0
603297,永新光学,光学光电子,72.542,7217.0,2244.0
603298,杭叉集团,工程机械,20.147,146691.4,70995.0
603299,苏盐井神,化学原料,67.121,51946.6,45927.0
603300,华铁应急,专用设备,75.747,129336.4,130488.0
603301,振德医疗,医疗器械,86.064,25295.6,12797.0
603303,得邦照明,家电行业,63.092,27530.4,15461.0
603305,旭升集团,汽车零部件,97.462,113986.0,49573.0
603306,华懋科技,汽车零部件,59.485,78350.4,55497.0
603307,扬州金泉,纺织服装,69.368,16628.2,11458.0
603308,应流股份,通用设备,48.317,77020.2,94078.0
603309,维力医疗,医疗器械,43.774,46680.6,57500.0
603311,金海高科,家电行业,88.571,17719.4,11269.0
603313,梦百合,装修建材,92.884,40064.6,23760.0
603315,福鞍股份,通用设备,97.494,29351.8,17623.0
603316,诚邦股份,工程建设,86.522,44561.0,45070.0
603317,天味食品,食品饮料,88.16,68678.2,43517.0
603318,水发燃气,燃气,88.757,58436.8,43646.0
603319,湘油泵,汽车零部件,97.054,23405.6,19192.0
603320,迪贝电气,电机,61.218,12800.0,7840.0
603321,梅轮电梯,专用设备,53.521,34716.4,22015.0
603322,超讯通信,通信服务,8.969,221740.2,154672.0
603323,苏农银行,银行,70.513,387053.6,476618.0
603324,盛剑环境,环保行业,76.685,34196.4,14402.0
603326,我乐家居,装修建材,73.246,24017.6,43215.0
603327,福蓉科技,消费电子,79.667,36955.2,18270.0
603328,依顿电子,电子元件,37.826,227199.8,216420.0
603329,上海雅仕,物流行业,67.181,25965.0,14242.0
603330,天洋新材,塑料制品,83.848,39978.6,28435.0
603331,百达精工,通用设备,42.609,51332.4,32753.0
603332,苏州龙杰,化纤行业,96.014,17003.0,9401.0
603333,尚纬股份,电网设备,91.572,67168.4,34667.0
603335,迪生力,汽车零部件,88.571,42923.8,28087.0
603336,宏辉果蔬,农牧饲渔,61.111,51603.2,35193.0
603337,杰克股份,专用设备,88.329,16251.4,7948.0
603338,浙江鼎力,工程机械,70.046,68345.4,37146.0
603339,四方科技,通用设备,19.512,130303.4,59079.0
603345,安井食品,食品饮料,34.881,73950.4,24312.0
603348,文灿股份,汽车零部件,94.48,50642.2,25300.0
603351,威尔药业,化学制药,73.031,8523.4,5152.0
603353,和顺石油,石油行业,87.113,11311.6,7402.0
603355,莱克电气,家电行业,62.11,32288.0,25556.0
603356,华菱精工,专用设备,52.297,31014.4,33420.0
603357,设计总院,工程咨询服务,19.285,164347.2,104565.0
603358,华达科技,汽车零部件,53.381,35849.6,26240.0
603359,东珠生态,环保行业,63.563,39645.0,21960.0
603360,百傲化学,农药兽药,55.718,29520.6,22240.0
603363,傲农生物,农牧饲渔,97.706,223819.8,102214.0
603365,水星家纺,纺织服装,48.589,25263.4,25573.0
603366,日出东方,家电行业,74.19,107237.0,82600.0
603367,辰欣药业,化学制药,7.843,137750.2,81188.0
603368,柳药集团,医药商业,14.659,89091.8,59770.0
603369,今世缘,酿酒行业,16.889,75895.4,69568.0
603377,东方时尚,汽车服务,18.895,83654.4,78647.0
603378,亚士创能,装修建材,91.257,55543.0,41729.0
603379,三美股份,化学制品,48.152,103962.6,48293.0
603380,易德龙,消费电子,98.03,12422.2,9528.0
603383,顶点软件,软件开发,20.888,59854.8,42088.0
603385,惠达卫浴,装修装饰,75.351,26378.8,17810.0
603386,骏亚科技,电子元件,89.77,38024.0,49051.0
603387,基蛋生物,医疗器械,81.0,148334.2,74441.0
603388,元成股份,工程建设,57.094,134534.8,96688.0
603389,亚振家居,装修建材,74.279,30376.6,19394.0
603390,通达电气,汽车零部件,80.897,38461.4,28730.0
603392,万泰生物,医疗器械,99.865,23251.6,22578.0
603393,新天然气,燃气,72.727,84891.2,65723.0
603396,金辰股份,光伏设备,81.134,38199.4,20385.0
603398,沐邦高科,家用轻工,64.385,61171.2,30442.0
603399,吉翔股份,小金属,79.6,119403.6,95201.0
603408,建霖家居,装修装饰,97.035,17437.0,54096.0
603416,信捷电气,专用设备,67.092,18913.0,10521.0
603421,鼎信通讯,通信服务,50.869,88692.0,43972.0
603429,集友股份,造纸印刷,99.008,39051.6,29546.0
603439,贵州三力,中药,13.757,231645.0,180769.0
603444,吉比特,游戏,28.676,27952.2,16152.0
603456,九洲药业,化学制药,95.931,109142.4,56362.0
603458,勘设股份,工程咨询服务,82.907,38847.8,73710.0
603466,风语筑,文化传媒,76.329,340603.4,185079.0
603477,巨星农牧,农牧饲渔,34.86,96173.2,101253.0
603486,科沃斯,家电行业,89.968,58831.8,30317.0
603488,展鹏科技,专用设备,73.508,42242.4,21556.0
603489,八方股份,电机,99.643,7404.6,6960.0
603496,恒为科技,互联网服务,32.803,56629.0,59263.0
603499,翔港科技,造纸印刷,30.203,23577.2,32423.0
603500,祥和实业,交运设备,76.209,19970.6,14794.0
603501,韦尔股份,半导体,90.328,202149.4,84205.0
603505,金石资源,采掘行业,54.435,44952.8,43213.0
603506,南都物业,房地产服务,85.272,25293.0,15883.0
603507,振江股份,风电设备,52.093,35858.4,31103.0
603508,思维列控,软件开发,24.049,87881.0,67475.0
603511,爱慕股份,纺织服装,82.029,8972.8,11399.0
603515,欧普照明,家电行业,2.773,47170.0,56095.0
603516,淳中科技,计算机设备,18.799,118208.0,72710.0
603517,绝味食品,食品饮料,98.233,79927.2,58177.0
603518,锦泓集团,纺织服装,39.804,191360.0,271242.0
603519,立霸股份,家电行业,33.655,56997.0,41351.0
603520,司太立,化学制药,96.584,68780.4,36530.0
603527,众源新材,有色金属,96.884,27522.6,15462.0
603528,多伦科技,软件开发,49.543,104503.2,60258.0
603529,爱玛科技,交运设备,45.603,46441.6,44134.0
603530,神马电力,电网设备,63.327,24092.0,14080.0
603533,掌阅科技,文化传媒,0.0,211459.0,373304.0
603535,嘉诚国际,物流行业,93.083,7940.4,5020.0
603536,惠发食品,食品饮料,92.356,51515.4,35556.0
603538,美诺华,化学制药,99.652,52386.6,60170.0
603551,奥普家居,家电行业,26.054,43681.6,24871.0
603555,贵人鸟,纺织服装,78.261,215208.8,192743.0
603556,海兴电力,电网设备,4.951,41521.0,119735.0
603558,健盛集团,纺织服装,93.41,34020.4,29793.0
603559,中通国脉,通信服务,69.137,68487.6,40636.0
603565,中谷物流,航运港口,87.625,97934.6,76010.0
603566,普莱柯,农药兽药,49.793,29165.0,18851.0
603567,珍宝岛,中药,11.836,99976.8,81581.0
603568,伟明环保,环保行业,94.925,41688.0,32951.0
603569,长久物流,物流行业,60.126,23924.0,18848.0
603577,汇金通,电网设备,78.056,18981.2,16186.0
603578,三星新材,家电行业,69.555,39623.6,22079.0
603579,荣泰健康,家电行业,87.779,16849.6,20980.0
603580,艾艾精工,塑料制品,53.224,65857.8,31627.0
603583,捷昌驱动,专用设备,99.71,83380.8,32898.0
603585,苏利股份,农药兽药,82.833,10285.0,29906.0
603586,金麒麟,汽车零部件,45.535,29436.0,20832.0
603587,地素时尚,纺织服装,48.345,30437.2,52563.0
603588,高能环境,环保行业,94.963,119323.6,60082.0
603589,口子窖,酿酒行业,59.43,74813.6,55645.0
603590,康辰药业,生物制品,13.209,31170.6,23646.0
603595,东尼电子,消费电子,72.505,62992.4,31514.0
603596,伯特利,汽车零部件,74.743,49177.6,28472.0
603598,引力传媒,文化传媒,67.587,262107.6,398185.0
603599,广信股份,农药兽药,87.253,97643.6,167061.0
603600,永艺股份,装修建材,67.69,43239.6,31098.0
603601,再升科技,玻璃玻纤,99.766,171398.4,166328.0
603602,纵横通信,通信服务,45.481,32373.8,21787.0
603605,珀莱雅,美容护理,74.748,24935.8,14153.0
603606,东方电缆,电网设备,90.679,253288.8,149505.0
603607,京华激光,造纸印刷,48.359,12252.2,8406.0
603608,天创时尚,纺织服装,82.769,51302.6,65924.0
603609,禾丰股份,农牧饲渔,81.047,76819.6,79510.0
603610,麒盛科技,装修建材,98.608,28843.4,21234.0
603611,诺力股份,工程机械,27.33,68051.6,39277.0
603612,索通发展,非金属材料,91.287,111324.2,112702.0
603613,国联股份,互联网服务,97.121,157988.2,103061.0
603615,茶花股份,塑料制品,46.048,19221.4,11537.0
603616,韩建河山,水泥建材,61.184,96153.6,60880.0
603617,君禾股份,通用设备,89.981,41242.8,25420.0
603618,杭电股份,电网设备,73.222,68147.4,57398.0
603619,中曼石油,采掘行业,60.084,102338.6,96172.0
603626,科森科技,消费电子,99.203,101091.2,59931.0
603628,清源股份,光伏设备,47.826,50160.8,41091.0
603629,利通电子,消费电子,55.619,71431.8,38785.0
603630,拉芳家化,美容护理,75.669,38816.4,49036.0
603633,徕木股份,消费电子,58.974,89814.0,208142.0
603636,南威软件,互联网服务,43.468,369557.8,298461.0
603637,镇海股份,工程建设,55.777,77659.2,29252.0
603638,艾迪精密,工程机械,55.491,27890.6,19807.0
603639,海利尔,农药兽药,86.821,37415.8,29258.0
603648,畅联股份,物流行业,70.925,29803.2,25483.0
603650,彤程新材,橡胶制品,72.236,108949.4,80339.0
603655,朗博科技,汽车零部件,38.189,16697.2,7434.0
603656,泰禾智能,专用设备,61.66,46606.6,23298.0
603657,春光科技,家电行业,76.367,26139.4,10854.0
603658,安图生物,医疗器械,62.928,31704.4,31497.0
603659,璞泰来,电池,88.41,105387.8,68693.0
603660,苏州科达,计算机设备,55.733,150126.6,109680.0
603661,恒林股份,装修建材,47.855,10095.4,9670.0
603662,柯力传感,仪器仪表,62.747,33622.0,23312.0
603663,三祥新材,化学原料,84.988,67982.2,42287.0
603665,康隆达,纺织服装,89.217,14151.4,10494.0
603666,亿嘉和,专用设备,83.977,37086.6,41063.0
603668,天马科技,农牧饲渔,46.431,149765.0,88093.0
603669,灵康药业,化学制药,91.161,33627.4,20343.0
603676,卫信康,化学制药,29.287,69702.2,37017.0
603677,奇精机械,家电行业,44.286,11876.4,7079.0
603678,火炬电子,电子元件,92.423,43764.6,39526.0
603679,华体科技,光学光电子,54.94,32873.8,15288.0
603680,今创集团,交运设备,16.883,16447.4,15051.0
603681,永冠新材,化学制品,99.069,19070.8,68984.0
603682,锦和商管,房地产服务,77.778,40409.4,26247.0
603683,晶华新材,化学制品,28.837,36698.6,37410.0
603685,晨丰科技,光学光电子,44.575,40028.6,14981.0
603686,福龙马,环保行业,55.882,71492.6,53947.0
603687,大胜达,包装材料,79.835,53534.8,50594.0
603688,石英股份,非金属材料,46.713,112490.8,74449.0
603689,皖天然气,燃气,59.852,59888.6,89828.0
603690,至纯科技,专用设备,62.885,131554.6,80762.0
603693,江苏新能,电力行业,94.693,36732.8,38373.0
603696,安记食品,食品饮料,76.02,55619.8,36147.0
603697,有友食品,食品饮料,55.056,54925.2,32160.0
603698,航天工程,专业服务,47.337,34615.0,24030.0
603699,纽威股份,通用设备,22.843,100681.0,81435.0
603700,宁水集团,仪器仪表,83.315,26819.4,24074.0
603701,德宏股份,汽车零部件,73.168,85657.6,55713.0
603703,盛洋科技,光学光电子,88.938,32113.2,14897.0
603706,东方环宇,燃气,66.312,12806.0,11137.0
603707,健友股份,化学制药,98.349,78411.2,54538.0
603708,家家悦,商业百货,45.209,208354.0,154447.0
603709,中源家居,装修建材,39.841,10590.8,11990.0
603711,香飘飘,食品饮料,0.0,62387.4,88870.0
603712,七一二,通信设备,67.747,57277.6,28807.0
603713,密尔克卫,物流行业,97.131,18083.6,7009.0
603716,塞力医疗,医药商业,95.357,37174.4,20874.0
603717,天域生态,工程建设,92.85,148524.0,73076.0
603718,海利生物,农药兽药,85.185,61459.2,35835.0
603719,良品铺子,食品饮料,43.838,26770.4,20391.0
603721,中广天择,文化传媒,22.704,84057.2,175115.0
603722,阿科力,塑料制品,12.041,21606.4,25493.0
603725,天安新材,化学制品,25.146,47267.4,51041.0
603726,朗迪集团,家电行业,72.247,13163.6,12569.0
603727,博迈科,采掘行业,86.903,52434.8,26144.0
603728,鸣志电器,电机,36.03,42118.2,39921.0
603729,龙韵股份,文化传媒,26.829,22158.2,25909.0
603730,岱美股份,汽车零部件,58.373,22009.4,19654.0
603733,仙鹤股份,造纸印刷,73.107,49739.2,42020.0
603737,三棵树,装修建材,53.027,18738.2,12092.0
